Country,Store ID,Product Category,Product ID,Inflation Rate,GDP Growth Rate,Date of Sale,Price Sold,Units Sold,Year-Month
Ireland,2,Womens,14,3.54,1.8,2024-02-02,78.5,28,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-02,78.5,13,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-03,78.5,12,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-03,78.5,31,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-03,78.5,17,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-04,78.5,16,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-04,78.5,35,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-04,78.5,12,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-05,78.5,17,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-05,78.5,34,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-05,78.5,12,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-06,78.5,12,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-06,78.5,38,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-06,78.5,15,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-07,78.5,14,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-07,78.5,34,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-07,78.5,19,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-08,78.5,14,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-08,78.5,35,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-08,78.5,15,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-09,78.5,16,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-09,78.5,35,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-09,78.5,15,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-10,78.5,21,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-10,78.5,38,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-10,78.5,21,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-11,78.5,21,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-11,78.5,39,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-11,78.5,18,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-12,78.5,18,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-12,78.5,45,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-12,78.5,16,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-13,78.5,23,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-13,78.5,43,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-13,78.5,20,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-14,78.5,18,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-14,78.5,49,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-14,78.5,18,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-15,78.5,19,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-15,78.5,44,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-15,78.5,18,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-16,78.5,24,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-16,78.5,46,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-16,78.5,23,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-17,78.5,26,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-17,78.5,51,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-17,78.5,22,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-18,78.5,22,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-18,78.5,50,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-18,78.5,23,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-19,78.5,25,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-19,78.5,54,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-19,78.5,26,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-20,78.5,25,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-20,78.5,58,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-20,78.5,23,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-21,78.5,28,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-21,78.5,59,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-21,78.5,23,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-22,78.5,27,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-22,78.5,58,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-22,78.5,30,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-23,78.5,27,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-23,78.5,63,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-23,78.5,31,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-24,78.5,32,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-24,78.5,64,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-24,78.5,32,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-25,78.5,33,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-25,78.5,69,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-25,78.5,27,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-26,78.5,31,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-26,78.5,67,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-26,78.5,32,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-27,78.5,33,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-27,78.5,72,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-27,78.5,32,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-28,78.5,36,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-28,78.5,74,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-28,78.5,35,2024-02
Ireland,1,Womens,14,3.54,1.8,2024-02-29,78.5,35,2024-02
Ireland,2,Womens,14,3.54,1.8,2024-02-29,78.5,75,2024-02
Ireland,3,Womens,14,3.54,1.8,2024-02-29,78.5,37,2024-02
Ireland,1,Womens,14,6.06,2.96,2024-03-01,83.0,10,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-01,83.0,21,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-01,83.0,22,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-02,83.0,9,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-02,83.0,19,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-02,83.0,28,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-03,83.0,9,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-03,83.0,18,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-03,83.0,31,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-04,83.0,16,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-04,83.0,23,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-04,83.0,33,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-05,83.0,13,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-05,83.0,24,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-05,83.0,30,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-06,83.0,13,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-06,83.0,25,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-06,83.0,32,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-07,83.0,13,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-07,83.0,30,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-07,83.0,33,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-08,83.0,16,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-08,83.0,26,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-08,83.0,38,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-09,83.0,18,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-09,83.0,30,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-09,83.0,43,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-10,83.0,20,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-10,83.0,35,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-10,83.0,44,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-11,83.0,17,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-11,83.0,32,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-11,83.0,43,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-12,83.0,21,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-12,83.0,33,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-12,83.0,45,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-13,83.0,19,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-13,83.0,35,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-13,83.0,51,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-14,83.0,22,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-14,83.0,38,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-14,83.0,51,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-15,83.0,28,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-15,83.0,44,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-15,83.0,54,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-16,83.0,26,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-16,83.0,49,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-16,83.0,60,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-17,83.0,25,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-17,83.0,48,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-17,83.0,64,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-18,83.0,29,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-18,83.0,53,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-18,83.0,68,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-19,83.0,34,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-19,83.0,56,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-19,83.0,69,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-20,83.0,31,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-20,83.0,59,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-20,83.0,74,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-21,83.0,34,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-21,83.0,61,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-21,83.0,80,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-22,83.0,36,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-22,83.0,66,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-22,83.0,85,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-23,83.0,43,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-23,83.0,69,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-23,83.0,88,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-24,83.0,46,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-24,83.0,71,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-24,83.0,94,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-25,83.0,45,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-25,83.0,75,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-25,83.0,101,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-26,83.0,46,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-26,83.0,86,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-26,83.0,109,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-27,83.0,50,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-27,83.0,86,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-27,83.0,112,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-28,83.0,56,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-28,83.0,95,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-28,83.0,125,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-29,83.0,55,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-29,83.0,99,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-29,83.0,131,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-30,83.0,58,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-30,83.0,104,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-30,83.0,138,2024-03
Ireland,1,Womens,14,6.06,2.96,2024-03-31,83.0,62,2024-03
Ireland,2,Womens,14,6.06,2.96,2024-03-31,83.0,113,2024-03
Ireland,3,Womens,14,6.06,2.96,2024-03-31,83.0,149,2024-03
Ireland,1,Womens,14,9.18,1.04,2024-04-01,90.5,14,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-01,90.5,26,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-01,90.5,22,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-02,90.5,15,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-02,90.5,30,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-02,90.5,26,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-03,90.5,22,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-03,90.5,36,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-03,90.5,24,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-04,90.5,19,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-04,90.5,39,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-04,90.5,33,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-05,90.5,23,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-05,90.5,42,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-05,90.5,34,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-06,90.5,23,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-06,90.5,46,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-06,90.5,33,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-07,90.5,28,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-07,90.5,51,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-07,90.5,39,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-08,90.5,28,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-08,90.5,56,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-08,90.5,45,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-09,90.5,34,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-09,90.5,56,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-09,90.5,49,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-10,90.5,38,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-10,90.5,63,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-10,90.5,48,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-11,90.5,38,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-11,90.5,70,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-11,90.5,58,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-12,90.5,43,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-12,90.5,78,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-12,90.5,58,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-13,90.5,45,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-13,90.5,85,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-13,90.5,69,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-14,90.5,51,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-14,90.5,94,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-14,90.5,75,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-15,90.5,52,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-15,90.5,101,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-15,90.5,78,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-16,90.5,62,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-16,90.5,107,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-16,90.5,86,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-17,90.5,66,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-17,90.5,117,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-17,90.5,96,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-18,90.5,73,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-18,90.5,126,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-18,90.5,104,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-19,90.5,79,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-19,90.5,143,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-19,90.5,111,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-20,90.5,84,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-20,90.5,157,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-20,90.5,125,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-21,90.5,92,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-21,90.5,168,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-21,90.5,135,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-22,90.5,104,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-22,90.5,184,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-22,90.5,146,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-23,90.5,111,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-23,90.5,202,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-23,90.5,159,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-24,90.5,122,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-24,90.5,216,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-24,90.5,171,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-25,90.5,132,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-25,90.5,236,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-25,90.5,188,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-26,90.5,146,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-26,90.5,261,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-26,90.5,204,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-27,90.5,159,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-27,90.5,288,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-27,90.5,223,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-28,90.5,173,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-28,90.5,309,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-28,90.5,243,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-29,90.5,189,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-29,90.5,336,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-29,90.5,269,2024-04
Ireland,1,Womens,14,9.18,1.04,2024-04-30,90.5,201,2024-04
Ireland,2,Womens,14,9.18,1.04,2024-04-30,90.5,369,2024-04
Ireland,3,Womens,14,9.18,1.04,2024-04-30,90.5,292,2024-04
Ireland,1,Womens,15,0.73,0.25,2023-01-01,30.5,15,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-01,30.5,11,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-01,30.5,9,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-02,30.5,15,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-02,30.5,11,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-02,30.5,13,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-03,30.5,15,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-03,30.5,9,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-03,30.5,9,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-04,30.5,21,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-04,30.5,13,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-04,30.5,9,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-05,30.5,22,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-05,30.5,7,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-05,30.5,10,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-06,30.5,17,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-06,30.5,12,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-06,30.5,10,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-07,30.5,21,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-07,30.5,10,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-07,30.5,8,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-08,30.5,20,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-08,30.5,13,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-08,30.5,10,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-09,30.5,18,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-09,30.5,9,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-09,30.5,10,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-10,30.5,22,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-10,30.5,9,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-10,30.5,12,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-11,30.5,18,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-11,30.5,12,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-11,30.5,11,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-12,30.5,21,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-12,30.5,10,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-12,30.5,10,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-13,30.5,22,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-13,30.5,9,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-13,30.5,13,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-14,30.5,19,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-14,30.5,8,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-14,30.5,9,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-15,30.5,23,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-15,30.5,13,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-15,30.5,13,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-16,30.5,19,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-16,30.5,13,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-16,30.5,13,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-17,30.5,18,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-17,30.5,12,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-17,30.5,14,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-18,30.5,20,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-18,30.5,14,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-18,30.5,14,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-19,30.5,24,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-19,30.5,14,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-19,30.5,9,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-20,30.5,24,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-20,30.5,11,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-20,30.5,13,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-21,30.5,22,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-21,30.5,13,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-21,30.5,11,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-22,30.5,18,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-22,30.5,12,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-22,30.5,12,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-23,30.5,21,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-23,30.5,15,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-23,30.5,10,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-24,30.5,23,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-24,30.5,13,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-24,30.5,13,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-25,30.5,24,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-25,30.5,13,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-25,30.5,14,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-26,30.5,21,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-26,30.5,13,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-26,30.5,10,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-27,30.5,22,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-27,30.5,15,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-27,30.5,9,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-28,30.5,23,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-28,30.5,12,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-28,30.5,9,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-29,30.5,24,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-29,30.5,12,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-29,30.5,15,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-30,30.5,19,2023-01
Ireland,2,Womens,15,0.73,0.25,2023-01-30,30.5,13,2023-01
Ireland,3,Womens,15,0.73,0.25,2023-01-30,30.5,12,2023-01
Ireland,1,Womens,15,0.73,0.25,2023-01-31,30.5,19,2023-01
